SCIENTIFIC_NAME,FAMILY,SUB_SPECIES,Synonym,AUTHOR,ENGLISH_COMMON_NAME,Growth_form,GBIF_record_number,ROM__record_number,Combined_abund_scaled,S_RANK,COSEWIC_STATUS,G_RANK,EXOTIC_NATIVE,EXOTIC_RANK,Cultivated,Year_first_record_exotic
Epilobium hirsutum,Onagraceae,,,L.,Hairy Willowherb,Herbaceous,15,22,31,SNA,,GNA,E,SE5,,NA
Epilobium leptophyllum,Onagraceae,,,Raf.,Linear-leaved Willowherb,Herbaceous,1,4,6,S5,,G5,N,,,NA
Epilobium parviflorum,Onagraceae,,,Schreb.,Small-flowered Willowherb,Herbaceous,6,1,3,SNA,,GNA,E,SE4,,1973
Epilobium strictum,Onagraceae,,,Muhl. ex Spreng.,Downy Willowherb,Herbaceous,NA,3,8,S4,,G5,N,,,NA
Epipactis helleborine,Orchidaceae,,,(L.) Crantz,Eastern Helleborine,Herbaceous,31,46,64,SNA,,GNA,E,SE5,,NA
Equisetum arvense,Equisetaceae,,,L.,Field Horsetail,Herbaceous,52,56,81,S5,,G5,N,,,NA
Equisetum fluviatile,Equisetaceae,,,L.,Water Horsetail,Herbaceous,4,4,6,S5,,G5,N,,,NA
Equisetum hyemale,Equisetaceae,affine,,L.,Common Scouring-rush,Herbaceous,19,26,37,S5,,G5,N,,,NA
Equisetum laevigatum,Equisetaceae,,,A. Braun,Smooth Scouring-rush,Herbaceous,1,1,2,S4,,G5,N,,,NA
Equisetum palustre,Equisetaceae,,,L.,Marsh Horsetail,Herbaceous,1,2,3,S5,,G5,N,,,NA
Equisetum pratense,Equisetaceae,,,Ehrh.,Meadow Horsetail,Herbaceous,2,6,8,S5,,G5,N,,,NA
Equisetum scirpoides,Equisetaceae,,,Michx.,Dwarf Scouring-rush,Herbaceous,10,10,15,S5,,G5,N,,,NA
Equisetum sylvaticum,Equisetaceae,,,L.,Woodland Horsetail,Herbaceous,6,12,16,S5,,G5,N,,,NA
Equisetum variegatum,Equisetaceae,variegatum,,Schleich. ex F. Weber & D.M.H. Mohr,Variegated Horsetail,Herbaceous,8,9,13,S5,,G5,N,,,NA
Equisetum x litorale,Equisetaceae,,,Kuhlewein ex Rupr. (pro sp.),(Equisetum arvense X Equisetum fluviatile),Herbaceous,NA,NA,NA,SNA,,GNA,N,,,NA
Equisetum x mackaii,Equisetaceae,,,(Newm.) Brichan (pro var.),(Equisetum hyemale X Equisetum variegatum),Herbaceous,NA,NA,NA,SNA,,GNA,N,,,NA
Equisetum x nelsonii,Equisetaceae,,,(A.A. Eat.) Schaffn. (pro sp.),(Equisetum laevigatum X Equisetum variegatum),Herbaceous,NA,NA,NA,SNA,,GNA,N,,,NA
Eragrostis cilianensis,Poaceae,,,(All.) Lut. ex Janchen,Stinkgrass,Graminoid,2,NA,1,SNA,,GNA,E,SE5,,NA
Eragrostis frankii,Poaceae,,,C.A. Mey. ex Steud.,Frank's Lovegrass,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Eragrostis hypnoides,Poaceae,,,(Lam.) B.S.P.,Teal Lovegrass,Graminoid,NA,7,18,S4,,G5,N,,,NA
Eragrostis minor,Poaceae,,,Host,Little Lovegrass,Graminoid,4,4,6,SNA,,GNA,E,SE5,,1971
Eragrostis pectinacea,Poaceae,,,(Michx.) Nees,Tufted Lovegrass,Graminoid,NA,6,15,S5,,G5,N,,,NA
Eragrostis spectabilis,Poaceae,,,(Pursh) Steud.,Purple Lovegrass,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Eranthis hyemalis,Ranunculaceae,,,(L.) Salisb.,Winter Aconite,Herbaceous,5,NA,3,SNA,,GNA,E,SE1,,NA
Erechtites hieraciifolius,Asteraceae,,,(L.) Rafinesque ex DC.,Eastern Burnweed,Herbaceous,NA,4,10,S5,,G5,N,,,NA
Erigenia bulbosa,Apiaceae,,,(Michx.) Nutt.,Harbinger-of-spring,Herbaceous,3,1,2,S2,,G5,N,,,NA
Erigeron annuus,Asteraceae,,,(L.) Pers.,Annual Fleabane,Herbaceous,16,14,21,S5,,G5,N,,,NA
Erigeron canadensis,Asteraceae,,Conyza canadensis,L.,Canada Horseweed,Herbaceous,20,25,36,S5,,G5,N,,,NA
Erigeron hyssopifolius,Asteraceae,,,Michx.,Daisy Fleabane,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Erigeron philadelphicus,Asteraceae,,,,Philadelphia Fleabane,Herbaceous,33,35,51,S5,,G5,N,,,NA
Erigeron pulchellus,Asteraceae,,,Michx.,Robin's-plantain Fleabane,Herbaceous,2,11,14,S5,,G5,N,,,NA
Erigeron strigosus,Asteraceae,,,Muhl. ex Willd.,Rough Fleabane,Herbaceous,15,8,14,S5,,G5,N,,,NA
Eriophorum gracile,Cyperaceae,,,W.D.J. Koch,Slender Cottongrass,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Eriophorum tenellum,Cyperaceae,,,Nutt.,Rough Cottongrass,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Eriophorum vaginatum,Cyperaceae,spissum,,L.,Tussock Cottongrass,Graminoid,4,NA,2,S5,,G5,N,,,NA
Eriophorum virginicum,Cyperaceae,,,L.,Tawny Cottongrass,Graminoid,6,NA,3,S5,,G5,N,,,NA
Eriophorum viridicarinatum,Cyperaceae,,,(Engelm.) Fern.,Green-keeled Cottongrass,Graminoid,1,1,2,S5,,G5,N,,,NA
Erodium cicutarium,Geraniaceae,,,(L.) L'Her. ex Ait.,Common Storksbill,Herbaceous,3,NA,2,SNA,,GNA,E,SE3,,NA
Erodium moschatum,Geraniaceae,,,(L.) L'Her. ex Ait.,Musky Storksbill,Herbaceous,1,NA,1,SNA,,GNA,E,SEX,,NA
Erucastrum gallicum,Brassicaceae,,,(Willd.) O.E. Schulz,Common Dogmustard,Herbaceous,2,5,7,SNA,,G5,E,SE5,,1974
Eryngium planum,Apiaceae,,Eryngium yuccifolium??,L.,Plains Eryngo,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Erysimum cheiranthoides,Brassicaceae,,,L.,Wormseed Wallflower,Herbaceous,11,8,13,S5,,G5,N,,,NA
Erysimum hieraciifolium,Brassicaceae,,,L.,European Wallflower,Herbaceous,1,NA,1,SNA,,GNA,E,SE5,,NA
Erysimum inconspicuum,Brassicaceae,,,(S.Watson) MacMill.,Small-flowered Wallflower,Herbaceous,NA,1,3,S?,,G5,N,,,NA
Erythronium albidum,Liliaceae,,,Nutt.,White Trout-lily,Herbaceous,7,NA,4,S4,,G5,N,,,NA
Erythronium americanum,Liliaceae,americanum,,Ker-Gawl.,Yellow Trout-lily,Herbaceous,53,7,21,S5,,G5,N,,,NA
Euonymus alatus,Celastraceae,,,(Thunb.) Sieb.,Winged Euonymus,Shrub,29,8,17,SNA,,GNA,E,SE2,,NA
Euonymus americanus,Celastraceae,,,L.,strawberry bush,Shrub,NA,5,13,S5,,G5,N,,,NA
Euonymus atropurpureus,Celastraceae,,,Jacq.,Eastern Burning Bush,Shrub,4,3,5,S3,,G5,N,,,NA
Euonymus europaeus,Celastraceae,,,L.,European Euonymus,Shrub,44,14,28,SNA,,GNA,E,SE2,,1972
Euonymus fortunei,Celastraceae,,,(Turcz.) Hand.-Maz.,Climbing Euonymus,Shrub,23,4,11,SNA,,GNA,E,SE2,,1951
Euonymus japonicus,Celastraceae,,,Thunb.,evergreen spindle,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,1951
Euonymus latifolius,Celastraceae,,,(L.) Mill.,large-leaved spindle,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,NA
Euonymus obovatus,Celastraceae,,,Nutt.,Running Strawberry Bush,Shrub,18,NA,9,S4,,G5,N,,,NA
Euonymus phellomana,Celastraceae,,,Loes. ex Diels,corktree,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,1957
Eupatorium altissimum,Asteraceae,,,L.,Tall Boneset,Herbaceous,NA,NA,NA,S1,,G5,N,,,NA
Eupatorium perfoliatum,Asteraceae,,,L.,Common Boneset,Herbaceous,23,39,53,S5,,G5,N,,,NA
Euphorbia corollata,Euphorbiaceae,,,L.,Flowering Spurge,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Euphorbia cyparissias,Euphorbiaceae,,,L.,Cypress Spurge,Herbaceous,11,5,9,SNA,,G5,E,SE5,,NA
Euphorbia dentata,Euphorbiaceae,,,Michx.,Toothed Spurge,Herbaceous,3,8,11,SNA,,G5,E,SE1,,NA
Euphorbia epithymoides,Euphorbiaceae,,,L.,Cushion Spurge,Herbaceous,1,NA,1,SNA,,GNA,E,SEX,,NA
Euphorbia esula,Euphorbiaceae,,,L.,leafy spurge,Herbaceous,NA,4,10,SNA,,GNA,E,SE?,,1946
Euphorbia glyptosperma,Euphorbiaceae,,,Engelm.,Ridge-seed Spurge,Herbaceous,8,14,19,SNA,,G5,E,SE5,,NA
Euphorbia helioscopia,Euphorbiaceae,,,L.,Summer Spurge,Herbaceous,7,15,20,SNA,,G5,E,SE3,,1889
Euphorbia maculata,Euphorbiaceae,,,auct. non L.,Spotted Spurge,Herbaceous,8,11,16,SNA,,G5,E,SE5,,NA
Euphorbia marginata,Euphorbiaceae,,,Pursh,Snow-on-the-mountain,Herbaceous,3,3,5,SNA,,G5,E,SE2,,1933
Euphorbia myrsinites,Euphorbiaceae,,,L.,Myrtle Spurge,Herbaceous,2,NA,1,SNA,,GNA,E,SEX,,NA
Euphorbia nutans,Euphorbiaceae,,,Lag.,Nodding Spurge,Herbaceous,7,6,9,S4,,G5,N,,,NA
Euphorbia peplus,Euphorbiaceae,,,L.,Petty Spurge,Herbaceous,1,5,7,SNA,,GNA,E,SE4,,1896
Euphorbia platyphyllos,Euphorbiaceae,,,L.,Broad-leaved Spurge,Herbaceous,1,4,6,SNA,,GNA,E,SE2,,1894
Euphorbia polygonifolia,Euphorbiaceae,,Chamaesyce polygonifolia,L.,Seaside Spurge,Herbaceous,12,8,13,S4,,G5,N,,,NA
Euphorbia vermiculata,Euphorbiaceae,,,Raf.,Wormseed Spurge,Herbaceous,4,4,6,S5,,G5,N,,,NA
Euphorbia virgata,Euphorbiaceae,,,Waldst. &amp; Kit.,Russian Leafy Spurge,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE5,,NA
Eurybia macrophylla,Asteraceae,,Aster macrophyllus,(L.) Cass.,Large-leaved Aster,Herbaceous,23,23,34,S5,,G5,N,,,NA
Eurybia schreberi,Asteraceae,,,(Nees) Nees,Schreber's Aster,Herbaceous,NA,1,3,S2,,G4,N,,,NA
Euthamia graminifolia,Asteraceae,,,(L.) Nutt.,Grass-leaved Goldenrod,Herbaceous,15,16,23,S5,,G5,N,,,NA
Eutrochium fistulosum,Asteraceae,,,(Barratt) E.E.Lamont,trumpetweed,Herbaceous,NA,NA,NA,S?,,G?,N,,,NA
Eutrochium maculatum,Asteraceae,,Eupatorium maculatum,(L.) E.E.Lamont,Spotted Joe Pye Weed,Herbaceous,32,36,52,S5,,G5,N,,,NA
Eutrochium purpureum,Asteraceae,purpureum,Eupatorium purpureum,(L.) E. Lamont,Purple Joe Pye Weed,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Fagopyrum esculentum,Polygonaceae,,,Moench,Buckwheat,Herbaceous,2,6,8,SNA,,GNA,E,SE3,,1930
Fagus grandifolia,Fagaceae,,,Ehrh.,American Beech,Tree,91,20,46,S4,,G5,N,,,NA
Fagus sylvatica,Fagaceae,,,L.,European Beech,Tree,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Fallopia baldschuanica,Polygonaceae,,,(Regel) Holub,Chinese fleecevine,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Fallopia cilinodis,Polygonaceae,,Polygonum cilinode,(Michx.) Holub,Fringed Black Bindweed,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Fallopia convolvulus,Polygonaceae,,Polygonum convolvulus,(L.) A. Löve,Black Bindweed,Herbaceous,9,21,28,SNA,,GNA,E,SE5,,NA
Fallopia scandens,Polygonaceae,,Polygonum scandens,(L.) Holub,Climbing False-buckwheat,Herbaceous,2,5,7,S4,,G5,N,,,NA
Festuca arundinacea,Poaceae,,Schedonorus arundinaceus,Schreb.,Tall fescue,Graminoid,NA,1,3,SNA,,GNA,E,SE?,,1974
Festuca filiformis,Poaceae,,,Pourret,Hair Fescue,Graminoid,NA,NA,NA,SNA,,G5,E,SE2,,NA
Festuca pratensis,Poaceae,,Schedonorus pratensis,Huds.,meadow fescue,Graminoid,NA,5,13,SNA,,GNA,E,SE?,,1897
Festuca rubra,Poaceae,,,,Red Fescue,Graminoid,10,10,15,SNA,,G5,E,SE5,,1891
Festuca subverticillata,Poaceae,,,(Pers.) Alexeev,Nodding Fescue,Graminoid,11,2,6,S4,,G5,N,,,NA
Festuca trachyphylla,Poaceae,,,(Hack.) Krajina,Hard Fescue,Graminoid,NA,NA,NA,SNA,,GNA,E,SE4,,NA
Ficaria verna,Ranunculaceae,,,Huds.,Fig-root Buttercup,Herbaceous,20,2,8,SNA,,GNA,E,SE1,,NA
Filipendula ulmaria,Rosaceae,,,(L.) Maxim.,Queen-of-the-meadow,Herbaceous,NA,2,5,SNA,,G5,E,SE1,,1954
Filipendula vulgaris,Rosaceae,,,Moench,Dropwort,Herbaceous,NA,1,3,SNA,,G5,E,SE1,,NA
Fimbristylis dichotoma,Cyperaceae,,,(L.) Vahl,forked fimbry,Graminoid,NA,2,5,SNA,,GNA,E,SE?,U,1994
Flaveria angustifolia,Asteraceae,,,(Cav.) Pers.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria anomala,Asteraceae,,,B.L.Rob.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria australasica,Asteraceae,,,Hook.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria bidentis,Asteraceae,,,(L.) Kuntze,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria brownii,Asteraceae,,,A.M.Powell,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria chloraefolia,Asteraceae,,,,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria cronquistii,Asteraceae,,,A.M.Powell,yellowtops,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,NA
Flaveria floridana,Asteraceae,,,J.R.Johnst.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria linearis,Asteraceae,,,Lag.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria palmeri,Asteraceae,,,J.R.Johnst.,yellowtops,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria pringlei,Asteraceae,,,Gand.,yellowtops,Shrub/tree,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria robusta,Asteraceae,,,Rose,yellowtops,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria sonorensis,Asteraceae,,,A.M.Powell,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria trinervia,Asteraceae,,,(Spreng.) C.Mohr,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Flaveria vaginata,Asteraceae,,,B.L.Rob. & Greenm.,yellowtops,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2001
Floerkea proserpinacoides,Limnanthaceae,,,Willd.,False Mermaidweed,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Forsythia suspensa,Oleaceae,,,(Thunb.) Vahl,Weeping Forsythia,Shrub,1,NA,1,SNA,,GNA,E,SE1,,NA
Forsythia viridissima,Oleaceae,,,Lindl.,Green-stemmed Forsythia,Shrub,2,6,8,SNA,,GNA,E,SE2,,1899
Fragaria vesca,Rosaceae,americana,,L.,Woodland Strawberry,Herbaceous,23,20,30,S5,,G5,N,,,NA
Fragaria virginiana,Rosaceae,,,Duchesne,Wild Strawberry,Herbaceous,25,21,32,S5,,G5,N,,,NA
Frangula alnus,Rhamnaceae,,,P. Mill.,Glossy Buckthorn,Shrub/tree,9,8,12,SNA,,GNA,E,SE5,,1952
Fraxinus americana,Oleaceae,,,L.,White Ash,Tree,33,21,34,S4,,G5,N,,,NA
Fraxinus excelsior,Oleaceae,,,L.,European Ash,Tree,4,1,3,SNA,,GNA,E,SE2,,NA
Fraxinus nigra,Oleaceae,,,Marsh.,Black Ash,Tree,10,3,7,S3,THR,G5,N,,,NA
Fraxinus pennsylvanica,Oleaceae,,,Marsh.,Green Ash,Tree,30,19,31,S4,,G5,N,,,NA
Fumaria officinalis,Papaveraceae,,,L.,Drug Fumitory,Herbaceous,4,1,3,SNA,,G5,E,SE3,,1980
Gaillardia aristata,Asteraceae,,,Pursh,Great Blanket-flower,Herbaceous,NA,NA,NA,SNA,,G5,E,SE1,,NA
Gaillardia pulchella,Asteraceae,,,Foug.,Fire-wheel Blanket-flower,Herbaceous,13,NA,7,SNA,,G4,E,SE1,,NA
Galanthus nivalis,Amaryllidaceae,,,L.,Snowdrop,Herbaceous,10,NA,5,SNA,,GNA,E,SE1,,NA
Galearis spectabilis,Orchidaceae,,,(L.) Raf.,Showy Orchis,Herbaceous,2,4,6,S4,,G5,N,,,NA
Galeopsis tetrahit,Lamiaceae,,,L.,Common Hemp-nettle,Herbaceous,5,7,10,SNA,,GNA,E,SE5,,1895
Galinsoga parviflora,Asteraceae,,,Cav.,Small-flowered Galinsoga,Herbaceous,1,NA,1,SNA,,G4,E,SE1,,NA
Galinsoga quadriradiata,Asteraceae,,,Ruiz & Pavon,Hairy Galinsoga,Herbaceous,15,26,36,SNA,,GNA,E,SE5,,NA
Galium aparine,Rubiaceae,,,L.,Cleavers,Herbaceous,7,4,7,S5,,G5,N,,,NA
Galium asprellum,Rubiaceae,,,Michx.,Rough Bedstraw,Herbaceous,4,7,10,S5,,G5,N,,,NA
Galium boreale,Rubiaceae,,,L.,Northern Bedstraw,Herbaceous,13,25,34,S5,,G5,N,,,NA
Galium circaezans,Rubiaceae,,,Michx.,Wild Licorice,Herbaceous,1,2,3,S5,,G5,N,,,NA
Galium labradoricum,Rubiaceae,,,(Wieg.) Wieg.,Bog Bedstraw,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Galium lanceolatum,Rubiaceae,,,Torr.,Lance-leaved Wild Licorice,Herbaceous,2,NA,1,S5,,G5,N,,,NA
Galium mollugo,Rubiaceae,,,L.,Smooth Bedstraw,Herbaceous,7,8,12,SNA,,GNA,E,SE5,,NA
Galium obtusum,Rubiaceae,,,Bigelow,Blunt-leaved Bedstraw,Herbaceous,NA,1,3,S4,,G5,N,,,NA
Galium odoratum,Rubiaceae,,,(L.) Scop.,Sweet Bedstraw,Herbaceous,3,NA,2,SNA,,GNA,E,SE1,,NA
Galium palustre,Rubiaceae,,,L.,Marsh Bedstraw,Herbaceous,3,7,10,S5,,G5,N,,,NA
Galium sylvaticum,Rubiaceae,,,L.,Wood Bedstraw,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Galium tinctorium,Rubiaceae,,,(L.) Scop.,Stiff Marsh Bedstraw,Herbaceous,3,1,2,S5,,G5,N,,,NA
Galium trifidum,Rubiaceae,trifidum,,L.,Three-petalled Bedstraw,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Galium triflorum,Rubiaceae,,,Michx.,Three-flowered Bedstraw,Herbaceous,16,12,19,S5,,G5,N,,,NA
Galium verum,Rubiaceae,,,L.,Yellow Bedstraw,Herbaceous,8,5,8,SNA,,GNA,E,SE4,,NA
Gaultheria hispidula,Ericaceae,,,(L.) Muhl. ex Bigelow,Creeping Snowberry,Shrub,2,2,3,S5,,G5,N,,,NA
Gaultheria procumbens,Ericaceae,,,L.,Eastern Teaberry,Shrub,10,8,13,S5,,G5,N,,,NA
Gaura biennis,Onagraceae,,,L.,biennial gaura,Herbaceous,NA,3,8,S?,,G?,N,,,NA
Gaylussacia baccata,Ericaceae,,,(Wangenh.) K. Koch,Black Huckleberry,Shrub,6,8,12,S4,,G5,N,,,NA
Gentiana andrewsii,Gentianaceae,,,Griseb.,Closed Bottle Gentian,Herbaceous,4,14,18,S4,,G5,N,,,NA
Gentiana puberulenta,Gentianaceae,,,J.S.Pringle,Downy Gentian,Herbaceous,NA,7,18,SX,,G4,N,,,NA
Gentianella quinquefolia,Gentianaceae,,,(L.) Small,Stiff Gentian,Herbaceous,2,21,26,S2,,G5,N,,,NA
Gentianopsis crinita,Gentianaceae,,,(Froel.) Ma,Fringed Gentian,Herbaceous,7,26,34,S5,,G5,N,,,NA
Gentianopsis virgata,Gentianaceae,,,(Raf.) Holub,Small Fringed Gentian,Herbaceous,NA,1,3,S4,,G5,N,,,NA
Geranium bicknellii,Geraniaceae,,,Britt.,Bicknell's Geranium,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Geranium maculatum,Geraniaceae,,,L.,Spotted Geranium,Herbaceous,63,33,55,S5,,G5,N,,,NA
Geranium molle,Geraniaceae,,,L.,Soft Geranium,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Geranium pusillum,Geraniaceae,,,L.,Small-flowered Geranium,Herbaceous,1,NA,1,SNA,,GNA,E,SE4,,NA
Geranium robertianum,Geraniaceae,,,L.,Herb-Robert,Herbaceous,42,4,15,S5,,G5,N,,,NA
Geranium sanguineum,Geraniaceae,,,L.,Bloody Geranium,Herbaceous,2,1,2,SNA,,GNA,E,SE1,,1966
Geum aleppicum,Rosaceae,,,Jacq.,Yellow Avens,Herbaceous,13,18,25,S5,,G5,N,,,NA
Geum canadense,Rosaceae,,,Jacq.,White Avens,Herbaceous,23,22,33,S5,,G5,N,,,NA
Geum fragarioides,Rosaceae,,,(Michx.) Smedmark,Barren Strawberry,Herbaceous,7,NA,4,S5,,G5,N,,,NA
Geum laciniatum,Rosaceae,,,Murr.,Rough Avens,Herbaceous,3,NA,2,S4,,G5,N,,,NA
Geum macrophyllum,Rosaceae,,,Willd.,Large-leaved Avens,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Geum rivale,Rosaceae,,,L.,Purple Avens,Herbaceous,2,8,11,S5,,G5,N,,,NA
Geum triflorum,Rosaceae,,,Pursh,Three-flowered Avens,Herbaceous,3,NA,2,S4,,G5,N,,,NA
Geum urbanum,Rosaceae,,,L.,Wood Avens,Herbaceous,25,1,8,SNA,,G5,E,SE3,,1991
Gillenia trifoliata,Rosaceae,,Spiraea trifoliata,(L.) Moench,Bowman's-root,Herbaceous/shrub,NA,2,5,SX,,G4,N,,,NA
Ginkgo biloba,Ginkgoaceae,,,L.,Ginko,Tree,NA,2,5,SNA,,GNA,E,SE?,y,1963
Glechoma hederacea,Lamiaceae,,,L.,Ground Ivy,Herbaceous,40,25,40,SNA,,GNA,E,SE5,,NA
Gleditsia triacanthos,Fabaceae,,,L.,Honey-locust,Tree,17,NA,8,S2,,G5,N,,,NA
Glyceria borealis,Poaceae,,,(Nash) Batchelder,Boreal Mannagrass,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Glyceria canadensis,Poaceae,,,(Michx.) Trin.,Canada Mannagrass,Graminoid,1,NA,1,S5,,G5,N,,,NA
Glyceria grandis,Poaceae,,,S. Wats.,Tall Mannagrass,Graminoid,11,13,19,S5,,G5,N,,,NA
Glyceria maxima,Poaceae,,,(Hartman) Holmb.,Rough Mannagrass,Graminoid,4,NA,2,SNA,,GNA,E,SE4,,NA
Glyceria septentrionalis,Poaceae,,,A.S. Hitchc.,Eastern Mannagrass,Graminoid,3,NA,2,S4,,G5,N,,,NA
Glyceria striata,Poaceae,,,(Lam.) A.S. Hitchc.,Fowl Mannagrass,Graminoid,16,12,19,S5,,G5,N,,,NA
Gnaphalium uliginosum,Asteraceae,,,L.,Low Cudweed,Herbaceous,2,6,8,SNA,,G5,E,SE5,,NA
Gonolobus niger,Apocynaceae,,,(Cav.) Schult.,,Herbaceous,NA,5,13,SNA,,GNA,E,SE?,U,NA
Goodyera pubescens,Orchidaceae,,,(Willd.) R. Br. ex Ait. f.,Downy Rattlesnake-plantain,Herbaceous,1,1,2,S4,,G5,N,,,NA
Goodyera repens,Orchidaceae,,,(L.) R.Br.,Dwarf Rattlesnake-plantain,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Goodyera tesselata,Orchidaceae,,,Lodd.,Checkered Rattlesnake-plantain,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Gratiola neglecta,Scrophulariaceae,,,Torr.,Clammy Hedge-hyssop,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Grindelia squarrosa,Asteraceae,,,(Pursh) Dunal,Curly-cup Gumweed,Herbaceous,4,4,6,SNA,,G5,E,SE3,,1908
Gymnocarpium dryopteris,Dryopteridaceae,,,(L.) Newman,Common Oak Fern,Herbaceous,6,10,14,S5,,G5,N,,,NA
Gymnocladus dioicus,Fabaceae,,,(L.) K. Koch,Kentucky Coffee-tree,Tree,NA,NA,NA,S2,THR,G5,U,,,NA
Gypsophila paniculata,Caryophyllaceae,,,L.,Tall Baby's-breath,Herbaceous,1,NA,1,SNA,,GNA,E,SE3,,NA
Hackelia deflexa,Boraginaceae,americana,,(Gray) A. & D. Löve,American Stickseed,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Hackelia virginiana,Boraginaceae,,,(L.) I.M. Johnston,Virginia Stickseed,Herbaceous,16,12,19,S5,,G5,N,,,NA
Hamamelis virginiana,Hamamelidaceae,,,L.,American Witch-hazel,Shrub,61,32,54,S4,,G5,N,,,NA
Hebe salicifolia,Plantaginaceae,,,(G.Forst.) Pennell,koromiko,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,1992
Hedeoma hispida,Lamiaceae,,,Pursh,Rough False Pennyroyal,Herbaceous,1,1,2,S4,,G5,N,,,NA
Hedeoma pulegioides,Lamiaceae,,,(L.) Pers.,American False Pennyroyal,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Hedera helix,Araliaceae,,,L.,English Ivy,Vine,23,NA,11,SNA,,GNA,E,SE1,,NA
Helenium autumnale,Asteraceae,,,L.,Common Sneezeweed,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Helianthemum bicknellii,Cistaceae,,,Fernald,hoary frostweed,Herbaceous,NA,9,22,S?,,G?,N,,,NA
Helianthus annuus,Asteraceae,,,L.,Common Sunflower,Herbaceous,6,4,7,SNA,,G5,E,SE4,,NA
Helianthus decapetalus,Asteraceae,,,L.,Thin-leaved Sunflower,Herbaceous,1,5,7,S4,,G5,N,,,NA
Helianthus divaricatus,Asteraceae,,,L.,Woodland Sunflower,Herbaceous,20,16,25,S5,,G5,N,,,NA
Helianthus giganteus,Asteraceae,,,L.,Tall Sunflower,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Helianthus hirsutus,Asteraceae,,,Raf.,Stiff-haired Sunflower,Herbaceous,NA,14,34,SNA,,G5,E,SEX,,NA
Helianthus maximiliani,Asteraceae,,,Schrad.,Maximilian Sunflower,Herbaceous,2,1,2,SNA,,G5,E,SE3,,1902
Helianthus pauciflorus,Asteraceae,,,Nutt.,Stiff Sunflower,Herbaceous,1,3,4,S2,,G5,N,,,NA
Helianthus strumosus,Asteraceae,,,L.,Pale-leaved Sunflower,Herbaceous,6,NA,3,S5,,G5,N,,,NA
Helianthus tuberosus,Asteraceae,,,L.,Jerusalem Artichoke,Herbaceous,15,18,26,S?,,G5,N,,,NA
Helianthus x laetiflorus,Asteraceae,,,Pers.,cheerful sunflower,Herbaceous,NA,2,5,S?,,G?,N,,,NA
